Year,AK,AL,AR,Australia,AZ,Canada,CA,CO,CT,DE,England,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,MI,MN,MO,MS,MT,NC,ND,NE,NJ,NM,NV,OH,OK,OR,SC,SD,TN,TX,UT,VA,VT,WA,WI,WY,
1935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,57,709,83,498,1230,3188,4369,171,3113,370,195,1225,697,2077,259,2614,3799,320,1295,2762,1487,1021,1489,854,1215,1108,842,534,129,530,3041,619,294,2402,922,430,1682,483,863,2960,3555,753,770,198,3256,231,93215
1992,123,1552,190,467,1515,4768,8893,324,3841,808,230,2149,3678,4093,571,5851,7617,784,2937,7218,2027,1688,2952,1804,2500,2399,2047,882,291,1265,6541,1187,938,5606,1449,1093,2660,886,2020,4986,4369,1662,1272,76,5624,454,180738
1993,94,1072,125,429,1865,4726,4261,259,3393,594,241,1539,3204,3219,463,4733,5817,595,2326,5544,1260,2515,2003,1457,1825,1767,1591,597,214,986,4294,10,788,4534,1121,861,2338,683,1570,4135,4663,1493,1019,0,4601,216,149568
1994,94,753,126,541,1310,3651,5439,203,2896,470,236,1405,2167,2607,305,3570,4720,437,1892,3848,1300,1701,1646,1111,1529,1511,1256,514,143,1012,4075,929,675,3873,950,670,1629,470,1359,4287,5357,1503,918,0,3322,224,124444
1995,109,1366,96,613,1814,3741,5647,178,3538,486,297,2249,1706,2530,387,4314,5031,556,2326,4668,1542,2504,1848,1432,2635,1740,1414,568,163,911,4367,910,858,4021,1210,750,1768,516,1583,5180,5111,1493,1044,0,3865,274,145389
1996,68,1104,94,554,1618,3946,4753,201,3465,513,325,1798,1199,2125,347,4650,4363,502,2222,3772,1531,2487,1816,1207,2525,1719,1282,1228,139,645,4797,885,682,3154,1248,782,2034,512,1532,4342,5194,1809,1112,0,3586,219,134265
1997,22,945,316,446,2307,6207,5394,177,4638,433,310,2415,1911,2511,368,4953,4683,425,2118,3693,1576,2408,1850,1337,2111,1850,1535,1188,192,578,5074,881,1214,3276,1342,762,1723,516,1942,3847,5678,1748,1082,0,3906,280,142572
1998,0,1319,300,690,2783,10433,8409,299,6127,836,442,2898,2376,3674,436,8073,6855,625,2973,5884,2256,3994,3209,1830,2737,3346,2531,1381,233,826,7381,1320,1486,5207,1587,1112,1953,783,2974,5784,7219,2336,1616,0,6258,468,205540
1999,0,1360,177,744,3371,10347,8364,304,5589,1037,425,2911,1984,4213,488,8447,7224,710,3334,4625,2395,4877,3730,2253,3016,2885,3181,2897,394,898,9876,1472,1642,6450,1811,1839,3328,910,3454,6584,8557,3172,2169,0,6695,474,228328
2000,0,1120,130,1087,3519,10790,9313,297,5342,914,557,2707,1913,3524,462,7216,5663,468,3181,3657,2223,3531,3931,2203,3057,2523,2463,2651,331,798,9460,1364,1497,6133,1922,1433,2688,694,2803,3648,8700,2755,1792,0,6074,327,211240
2001,0,908,96,628,2700,8819,5616,433,5535,672,314,2133,1983,3137,516,5671,5173,527,2511,3254,2100,2836,2678,1726,2264,2115,2240,1612,256,669,6043,1229,1321,4361,833,1210,2566,671,2036,4233,6368,2320,1432,0,4583,333,167687
2002,0,896,154,40,2821,11342,5238,843,6555,652,394,1837,2655,3623,508,5551,5999,785,2597,6852,2114,2528,3549,1551,2396,2384,2662,1666,359,732,6165,1395,1286,5550,755,1374,2752,970,2730,4181,8229,2198,1668,0,5752,374,180899
2003,0,811,124,0,2399,9261,4329,729,5677,804,326,1618,2273,2920,431,5654,5775,709,3092,5733,2125,3179,2810,1281,2080,1840,2190,1410,245,610,6116,939,859,4743,586,1101,2712,712,2356,4038,8050,1234,1546,0,5295,288,164306
2004,0,1905,207,0,2487,9017,5694,837,4692,934,0,2623,2290,4333,521,7125,7771,782,3107,4980,2362,3388,3606,1078,1684,3436,2622,1755,381,791,6089,1330,1070,5835,714,1256,3951,968,3435,4391,8766,426,1947,0,6843,481,220375
2005,0,4357,613,0,7224,15040,13763,2182,4791,2103,0,6269,4679,11111,1251,17464,19263,2233,6745,16042,5032,5114,9012,1946,4534,14442,5821,3229,1049,2101,14964,3169,2537,14042,2019,3521,6680,2156,6813,11996,10613,933,3662,0,16505,1116,436211
2006,0,3104,354,0,5422,16925,10199,1828,6360,1664,0,5440,3935,8047,1018,13615,11985,1918,4804,18152,4232,4668,7337,2249,4120,14180,5335,3149,917,1647,12103,2637,2071,10360,1513,2705,5732,1877,5528,10230,11435,3239,2976,0,12283,793,387089
2007,0,1651,250,0,3001,12753,6164,1117,2931,914,0,3148,3023,4915,596,7985,5310,449,3449,11085,2953,2678,4586,1461,2673,7345,3195,1701,587,1104,6449,1514,997,5020,991,1614,4046,1027,3181,6188,10243,2337,1981,0,5616,493,244914
2008,0,1432,349,0,2789,9988,3128,924,3156,867,0,2577,2552,4952,488,6857,6355,507,2783,12095,2384,2558,4063,1009,2361,5731,3041,1481,586,887,5790,1601,871,5499,964,1454,4102,1035,2967,7952,8377,1576,1914,0,4456,563,203951
2009,0,808,154,0,1875,8979,2537,640,1946,915,0,1047,1975,2502,294,4025,2970,314,1813,7551,1897,1374,2029,603,1124,3447,2235,1070,550,428,4181,1005,567,2828,556,743,2092,582,1744,3792,5640,1477,1342,0,2494,333,127412
2010,0,876,232,0,1767,7429,2619,559,1276,1155,0,1001,1503,1664,321,4647,4233,5,1341,6637,1248,1685,1981,677,1377,3370,1945,898,427,0,4053,988,492,3553,624,678,1814,307,2098,2531,5203,1550,790,0,2408,316,109535
2011,0,766,239,0,1991,6848,2729,480,1297,909,0,948,1264,1971,254,4475,3664,3,1097,5402,1160,2616,2134,651,1293,2162,1905,835,408,0,7554,10,512,2983,625,627,1442,578,1573,2074,4789,1873,1173,0,2301,282,106216
2012,0,558,92,0,1267,4877,2594,569,965,746,0,821,595,1366,115,4404,2990,3,1233,4309,1283,2338,1470,573,729,2173,1410,779,296,0,9081,1061,193,3323,639,592,882,282,1202,2387,2981,1461,830,0,1981,194,98937
2013,0,340,68,0,1026,4586,1907,631,800,379,0,669,1475,1105,136,4124,2089,4,1001,2583,1251,1782,781,334,846,1227,1099,600,330,0,8712,1001,271,2028,605,404,766,97,874,3263,6032,1193,455,0,1265,209,88559
2014,0,384,120,0,942,3420,1863,424,766,390,0,413,1609,847,57,3442,1750,0,919,2639,629,1723,832,441,993,1243,1036,661,282,32,4774,762,279,1838,376,447,913,225,933,2418,2476,1007,408,0,1042,130,72440
2015,0,637,125,0,1250,2325,1735,489,664,679,0,315,1575,1003,0,3487,2155,2,1330,3041,499,2383,1298,639,1155,1685,811,666,8,57,4745,770,384,2954,386,269,1040,264,1323,3220,3333,904,451,0,1255,181,76952
2016,0,700,172,0,1313,2333,1566,548,687,732,0,483,1435,1064,0,2206,2102,2,1330,2837,480,1548,1381,601,1161,1357,769,985,0,135,3481,840,341,3421,312,277,1516,370,1381,3343,2555,962,590,0,1512,192,74091
2017,0,905,226,0,2359,2172,3531,969,1165,1043,0,962,1162,2630,258,3270,3789,41,2484,3220,899,2222,2255,1523,2076,1871,1884,925,446,953,6055,1337,719,5722,776,1471,1844,867,1982,7841,1648,1562,860,226,3986,415,118120
2018,0,581,206,0,2038,1889,2570,668,911,777,0,442,1211,1887,213,2694,2764,251,1494,1639,720,1766,1617,1270,1611,1195,1740,716,421,749,5108,965,627,3473,347,1457,1185,725,1566,4192,1165,1296,595,186,3673,362,89372
2019,0,115,43,0,542,1292,683,166,276,119,0,255,262,692,111,653,514,47,405,353,222,597,365,266,631,297,587,202,153,194,1329,166,185,945,0,589,218,148,454,1325,433,245,160,53,949,93,25701
